"Plot Title: two"
"#","Date Time, GMT-08:00","K-Type, °F (LGR S/N: 21379101, SEN S/N: 21379101, LBL: A)","K-Type, °F (LGR S/N: 21379101, SEN S/N: 21379101, LBL: B)","K-Type, °F (LGR S/N: 21379101, SEN S/N: 21379101, LBL: C)","K-Type, °F (LGR S/N: 21379101, SEN S/N: 21379101, LBL: D)","Host Connected (LGR S/N: 21379101)","Stopped (LGR S/N: 21379101)","End Of File (LGR S/N: 21379101)"
9465,11/07/25 01:53:12 PM,85.60,86.00,85.44,79.02,,,
9466,11/07/25 01:53:15 PM,85.66,86.04,85.46,78.98,,,
9467,11/07/25 01:53:18 PM,85.73,86.02,85.50,78.91,,,
9468,11/07/25 01:53:21 PM,85.91,85.91,85.64,79.00,,,
9469,11/07/25 01:53:24 PM,86.05,86.07,85.64,79.21,,,
9470,11/07/25 01:53:27 PM,86.25,86.22,85.69,79.36,,,
9471,11/07/25 01:53:30 PM,86.22,86.11,85.75,79.36,,,
9472,11/07/25 01:53:33 PM,86.25,86.11,85.68,79.38,,,
9473,11/07/25 01:53:36 PM,86.70,86.00,85.69,79.41,,,
9474,11/07/25 01:53:39 PM,86.86,85.86,85.53,79.50,,,
9475,11/07/25 01:53:42 PM,87.15,85.87,85.71,79.54,,,
9476,11/07/25 01:53:45 PM,87.31,85.86,86.16,79.70,,,
9477,11/07/25 01:53:48 PM,86.95,85.57,86.05,79.68,,,
9478,11/07/25 01:53:51 PM,86.43,85.35,85.75,79.61,,,
9479,11/07/25 01:53:54 PM,86.13,85.23,85.69,79.57,,,
9480,11/07/25 01:53:57 PM,85.82,85.19,85.57,79.36,,,
9481,11/07/25 01:54:00 PM,85.55,85.28,85.35,79.25,,,
9482,11/07/25 01:54:03 PM,85.06,85.37,85.15,79.14,,,
9483,11/07/25 01:54:06 PM,84.74,85.46,85.17,79.00,,,
9484,11/07/25 01:54:09 PM,84.79,85.59,85.21,78.98,,,
9485,11/07/25 01:54:12 PM,84.61,85.66,85.08,78.84,,,
9486,11/07/25 01:54:15 PM,84.69,85.75,85.03,78.75,,,
9487,11/07/25 01:54:18 PM,84.56,85.86,85.14,78.67,,,
9488,11/07/25 01:54:21 PM,84.47,85.98,85.33,78.58,,,
9489,11/07/25 01:54:24 PM,84.36,85.95,85.17,78.53,,,
9490,11/07/25 01:54:27 PM,84.29,85.89,85.19,78.37,,,
9491,11/07/25 01:54:30 PM,84.34,86.00,85.17,78.40,,,
9492,11/07/25 01:54:33 PM,84.52,85.91,85.14,78.30,,,
9493,11/07/25 01:54:36 PM,84.51,85.96,85.15,78.30,,,
9494,11/07/25 01:54:39 PM,84.65,85.93,85.10,78.28,,,
9495,11/07/25 01:54:42 PM,84.85,85.89,85.08,78.31,,,
9496,11/07/25 01:54:45 PM,84.92,85.89,85.33,78.28,,,
9497,11/07/25 01:54:48 PM,85.01,85.95,85.57,78.40,,,
9498,11/07/25 01:54:51 PM,85.15,86.04,85.69,78.60,,,
9499,11/07/25 01:54:54 PM,85.10,86.00,85.91,78.80,,,
9500,11/07/25 01:54:57 PM,85.05,85.78,85.82,78.82,,,
9501,11/07/25 01:55:00 PM,85.15,85.82,85.66,78.84,,,
9502,11/07/25 01:55:03 PM,85.08,85.89,85.59,78.78,,,
9503,11/07/25 01:55:06 PM,85.17,85.93,85.48,78.71,,,
9504,11/07/25 01:55:09 PM,85.41,85.96,85.37,78.73,,,
9505,11/07/25 01:55:12 PM,85.39,86.11,85.46,78.75,,,
9506,11/07/25 01:55:15 PM,85.37,86.20,85.50,78.66,,,
9507,11/07/25 01:55:18 PM,85.23,86.18,85.55,78.71,,,
9508,11/07/25 01:55:21 PM,85.10,86.20,85.53,78.57,,,
9509,11/07/25 01:55:24 PM,84.90,86.18,85.51,78.64,,,
9510,11/07/25 01:55:27 PM,84.65,86.27,85.60,78.62,,,
9511,11/07/25 01:55:30 PM,84.61,86.09,85.53,78.51,,,
9512,11/07/25 01:55:33 PM,84.49,86.07,85.46,78.51,,,
9513,11/07/25 01:55:36 PM,84.40,86.16,85.42,78.44,,,
9514,11/07/25 01:55:39 PM,84.51,86.23,85.50,78.40,,,
9515,11/07/25 01:55:42 PM,84.51,86.27,85.55,78.40,,,
9516,11/07/25 01:55:45 PM,84.40,86.27,85.46,78.46,,,
9517,11/07/25 01:55:48 PM,84.52,86.27,85.50,78.39,,,
9518,11/07/25 01:55:51 PM,84.58,86.34,85.51,78.40,,,
9519,11/07/25 01:55:54 PM,84.54,86.31,85.66,78.40,,,
9520,11/07/25 01:55:57 PM,84.61,86.38,85.66,78.42,,,
9521,11/07/25 01:56:00 PM,84.69,86.34,85.64,78.37,,,
9522,11/07/25 01:56:03 PM,84.92,86.43,85.59,78.42,,,
9523,11/07/25 01:56:06 PM,85.33,86.47,85.57,78.44,,,
9524,11/07/25 01:56:09 PM,85.68,86.52,85.68,78.46,,,
9525,11/07/25 01:56:12 PM,86.29,86.45,85.84,78.64,,,
9526,11/07/25 01:56:15 PM,86.34,86.40,85.95,79.02,,,
9527,11/07/25 01:56:18 PM,86.77,86.40,85.95,79.39,,,
9528,11/07/25 01:56:21 PM,86.85,86.34,86.04,79.75,,,
9529,11/07/25 01:56:24 PM,86.72,86.31,86.13,79.93,,,
9530,11/07/25 01:56:27 PM,86.65,86.29,86.11,80.10,,,
9531,11/07/25 01:56:30 PM,86.49,86.27,86.04,80.08,,,
9532,11/07/25 01:56:33 PM,86.61,86.52,86.23,80.26,,,
9533,11/07/25 01:56:36 PM,86.68,86.81,86.43,80.22,,,
9534,11/07/25 01:56:39 PM,86.83,86.95,86.59,80.19,,,
9535,11/07/25 01:56:42 PM,87.15,87.06,86.68,80.10,,,
9536,11/07/25 01:56:45 PM,87.57,87.30,86.61,80.06,,,
9537,11/07/25 01:56:48 PM,87.24,87.55,87.01,80.02,,,
9538,11/07/25 01:56:51 PM,86.86,87.42,87.30,80.06,,,
9539,11/07/25 01:56:54 PM,86.59,87.35,87.26,80.01,,,
9540,11/07/25 01:56:57 PM,86.70,87.33,87.15,79.88,,,
9541,11/07/25 01:57:00 PM,86.85,87.15,87.01,79.93,,,
9542,11/07/25 01:57:03 PM,86.49,87.08,86.76,80.08,,,
9543,11/07/25 01:57:06 PM,86.31,86.94,86.50,80.20,,,
9544,11/07/25 01:57:09 PM,85.84,86.90,86.36,80.26,,,
9545,11/07/25 01:57:12 PM,85.75,86.81,86.36,80.24,,,
9546,11/07/25 01:57:15 PM,85.50,86.76,86.29,80.08,,,
9547,11/07/25 01:57:18 PM,85.41,86.72,86.27,79.93,,,
9548,11/07/25 01:57:21 PM,85.35,86.72,86.16,79.81,,,
9549,11/07/25 01:57:24 PM,85.37,86.59,86.09,79.66,,,
9550,11/07/25 01:57:27 PM,85.08,86.61,86.00,79.43,,,
9551,11/07/25 01:57:30 PM,84.85,86.67,85.87,79.25,,,
9552,11/07/25 01:57:33 PM,84.74,86.32,85.86,79.12,,,
9553,11/07/25 01:57:36 PM,84.42,86.02,85.53,78.93,,,
9554,11/07/25 01:57:39 PM,84.29,86.00,85.35,78.85,,,
9555,11/07/25 01:57:42 PM,84.13,85.96,85.30,78.76,,,
9556,11/07/25 01:57:45 PM,84.22,85.95,85.26,78.64,,,
9557,11/07/25 01:57:48 PM,84.45,86.04,85.35,78.75,,,
9558,11/07/25 01:57:51 PM,84.63,86.02,85.41,78.67,,,
9559,11/07/25 01:57:54 PM,84.78,86.27,85.44,78.64,,,
9560,11/07/25 01:57:57 PM,84.81,86.20,85.55,78.66,,,
9561,11/07/25 01:58:00 PM,84.67,86.11,85.48,78.64,,,
9562,11/07/25 01:58:03 PM,84.70,85.96,85.46,78.66,,,
9563,11/07/25 01:58:06 PM,84.85,85.66,85.44,78.64,,,
9564,11/07/25 01:58:09 PM,85.01,85.50,85.35,78.58,,,
9565,11/07/25 01:58:12 PM,85.15,85.48,85.17,78.53,,,
9566,11/07/25 01:58:15 PM,85.35,85.50,85.12,78.64,,,
9567,11/07/25 01:58:18 PM,85.48,85.60,85.05,78.69,,,
9568,11/07/25 01:58:21 PM,85.71,85.60,85.06,78.85,,,
9569,11/07/25 01:58:24 PM,85.66,85.62,85.06,78.98,,,
9570,11/07/25 01:58:27 PM,85.62,85.71,85.03,79.07,,,
9571,11/07/25 01:58:30 PM,85.98,86.02,85.03,79.14,,,
9572,11/07/25 01:58:33 PM,85.78,85.86,85.14,79.21,,,
9573,11/07/25 01:58:36 PM,85.44,85.68,85.05,79.18,,,
9574,11/07/25 01:58:39 PM,85.35,85.35,85.01,79.21,,,
9575,11/07/25 01:58:42 PM,85.37,85.35,84.88,79.34,,,
9576,11/07/25 01:58:45 PM,85.23,85.44,84.78,79.29,,,
9577,11/07/25 01:58:48 PM,85.26,85.46,84.78,79.30,,,
9578,11/07/25 01:58:51 PM,85.69,85.26,84.72,79.25,,,
9579,11/07/25 01:58:54 PM,86.38,85.33,84.78,79.30,,,
9580,11/07/25 01:58:57 PM,86.86,85.30,84.74,79.29,,,
9581,11/07/25 01:59:00 PM,87.12,85.30,84.60,79.29,,,
9582,11/07/25 01:59:03 PM,87.10,85.33,84.72,79.20,,,
9583,11/07/25 01:59:06 PM,87.22,85.28,84.67,79.20,,,
9584,11/07/25 01:59:09 PM,87.10,85.26,84.70,79.29,,,
9585,11/07/25 01:59:12 PM,87.15,85.33,84.65,79.21,,,
9586,11/07/25 01:59:15 PM,87.12,85.35,84.61,79.25,,,
9587,11/07/25 01:59:18 PM,86.88,85.42,84.63,79.23,,,
9588,11/07/25 01:59:21 PM,86.70,85.42,84.60,79.29,,,
9589,11/07/25 01:59:24 PM,86.68,85.51,84.63,79.32,,,
9590,11/07/25 01:59:27 PM,86.45,85.62,84.79,79.23,,,
9591,11/07/25 01:59:30 PM,86.63,85.75,84.94,79.12,,,
9592,11/07/25 01:59:33 PM,86.47,85.82,84.99,79.16,,,
9593,11/07/25 01:59:36 PM,86.34,85.87,85.12,78.98,,,
9594,11/07/25 01:59:39 PM,86.74,85.84,85.08,78.96,,,
9595,11/07/25 01:59:42 PM,87.04,85.89,85.06,79.00,,,
9596,11/07/25 01:59:45 PM,87.33,85.87,85.10,79.00,,,
9597,11/07/25 01:59:48 PM,87.46,85.89,84.96,79.12,,,
9598,11/07/25 01:59:51 PM,87.64,85.80,84.94,79.11,,,
9599,11/07/25 01:59:54 PM,87.84,85.77,84.90,79.18,,,
9600,11/07/25 01:59:57 PM,87.98,85.73,84.88,79.30,,,
9601,11/07/25 02:00:00 PM,88.20,85.84,84.88,79.45,,,
9602,11/07/25 02:00:03 PM,88.48,85.80,85.01,79.41,,,
9603,11/07/25 02:00:06 PM,88.72,85.86,85.12,79.47,,,
9604,11/07/25 02:00:09 PM,88.83,85.87,85.08,79.52,,,
9605,11/07/25 02:00:12 PM,89.10,85.95,85.14,79.45,,,
9606,11/07/25 02:00:15 PM,89.28,85.91,85.30,79.50,,,
9607,11/07/25 02:00:18 PM,89.89,85.89,85.37,79.61,,,
9608,11/07/25 02:00:21 PM,90.50,85.96,85.68,79.65,,,
9609,11/07/25 02:00:24 PM,90.68,86.04,85.64,79.63,,,
9610,11/07/25 02:00:27 PM,90.61,86.04,85.95,79.66,,,
9611,11/07/25 02:00:30 PM,90.93,86.16,86.31,79.57,,,
9612,11/07/25 02:00:33 PM,91.24,86.18,86.43,79.56,,,
9613,11/07/25 02:00:36 PM,91.42,86.18,86.32,79.39,,,
9614,11/07/25 02:00:39 PM,91.04,86.23,86.34,79.25,,,
9615,11/07/25 02:00:42 PM,90.45,86.16,86.29,79.16,,,
9616,11/07/25 02:00:45 PM,90.34,86.23,86.25,79.05,,,
9617,11/07/25 02:00:48 PM,89.76,86.18,86.23,78.96,,,
9618,11/07/25 02:00:51 PM,89.55,86.14,86.07,78.94,,,
9619,11/07/25 02:00:54 PM,89.37,86.20,85.98,78.91,,,
9620,11/07/25 02:00:57 PM,89.28,86.31,85.98,78.89,,,
9621,11/07/25 02:01:00 PM,89.11,86.32,85.89,78.69,,,
9622,11/07/25 02:01:03 PM,88.56,86.47,85.82,78.64,,,
9623,11/07/25 02:01:06 PM,88.07,86.58,85.98,78.58,,,
9624,11/07/25 02:01:09 PM,88.02,86.54,85.95,78.53,,,
9625,11/07/25 02:01:12 PM,88.03,86.58,86.00,78.46,,,
9626,11/07/25 02:01:15 PM,87.75,86.76,86.02,78.46,,,
9627,11/07/25 02:01:18 PM,87.76,86.79,86.02,78.44,,,
9628,11/07/25 02:01:21 PM,87.73,86.34,86.07,78.46,,,
9629,11/07/25 02:01:24 PM,87.22,85.59,85.68,78.58,,,
9630,11/07/25 02:01:27 PM,86.92,85.23,85.37,78.51,,,
9631,11/07/25 02:01:30 PM,86.81,85.17,85.19,78.60,,,
9632,11/07/25 02:01:33 PM,86.54,85.14,85.03,78.51,,,
9633,11/07/25 02:01:36 PM,86.59,84.88,84.90,78.48,,,
9634,11/07/25 02:01:39 PM,86.11,84.76,84.63,78.48,,,
9635,11/07/25 02:01:42 PM,85.64,84.60,84.38,78.42,,,
9636,11/07/25 02:01:45 PM,85.35,84.58,84.24,78.35,,,
9637,11/07/25 02:01:48 PM,85.26,84.40,84.07,78.33,,,
9638,11/07/25 02:01:51 PM,85.21,84.34,83.98,78.33,,,
9639,11/07/25 02:01:54 PM,85.17,84.40,84.02,78.31,,,
9640,11/07/25 02:01:57 PM,85.08,84.47,84.07,78.39,,,
9641,11/07/25 02:02:00 PM,85.01,84.61,84.07,78.37,,,
9642,11/07/25 02:02:03 PM,85.23,84.60,84.11,78.49,,,
9643,11/07/25 02:02:06 PM,85.39,84.60,84.25,78.44,,,
9644,11/07/25 02:02:09 PM,85.33,84.61,84.31,78.44,,,
9645,11/07/25 02:02:12 PM,85.21,84.61,84.20,78.42,,,
9646,11/07/25 02:02:15 PM,85.24,84.69,84.38,78.46,,,
9647,11/07/25 02:02:18 PM,84.87,84.83,84.47,78.62,,,
9648,11/07/25 02:02:21 PM,84.72,84.99,84.69,78.73,,,
9649,11/07/25 02:02:24 PM,84.56,85.10,84.83,78.91,,,
9650,11/07/25 02:02:27 PM,84.83,85.17,84.87,78.98,,,
9651,11/07/25 02:02:30 PM,85.15,85.46,85.10,79.00,,,
9652,11/07/25 02:02:33 PM,85.19,85.68,85.12,78.98,,,
9653,11/07/25 02:02:36 PM,85.37,85.77,85.23,78.93,,,
9654,11/07/25 02:02:39 PM,85.35,85.73,85.33,78.80,,,
9655,11/07/25 02:02:42 PM,85.23,85.80,85.28,78.75,,,
9656,11/07/25 02:02:45 PM,85.26,85.77,85.32,78.60,,,
9657,11/07/25 02:02:48 PM,85.28,85.71,85.32,78.62,,,
9658,11/07/25 02:02:51 PM,85.28,85.66,85.15,78.46,,,
9659,11/07/25 02:02:54 PM,85.44,85.66,85.15,78.39,,,
9660,11/07/25 02:02:57 PM,85.51,85.62,85.15,78.39,,,
9661,11/07/25 02:03:00 PM,85.35,85.60,84.99,78.37,,,
9662,11/07/25 02:03:03 PM,85.37,85.73,84.97,78.39,,,
9663,11/07/25 02:03:06 PM,85.42,85.82,85.03,78.40,,,
9664,11/07/25 02:03:09 PM,85.77,85.89,85.01,78.46,,,
9665,11/07/25 02:03:12 PM,85.87,85.84,84.99,78.46,,,
9666,11/07/25 02:03:15 PM,85.75,85.82,85.15,78.49,,,
9667,11/07/25 02:03:18 PM,85.69,85.82,85.24,78.48,,,
9668,11/07/25 02:03:21 PM,85.51,85.82,85.26,78.42,,,
9669,11/07/25 02:03:24 PM,85.24,85.80,85.21,78.28,,,
9670,11/07/25 02:03:27 PM,85.03,85.84,85.14,78.26,,,
9671,11/07/25 02:03:30 PM,84.85,85.86,85.10,78.21,,,
9672,11/07/25 02:03:33 PM,84.38,85.77,85.12,78.15,,,
9673,11/07/25 02:03:36 PM,84.51,85.80,85.15,78.15,,,
9674,11/07/25 02:03:39 PM,84.76,85.75,85.06,78.13,,,
9675,11/07/25 02:03:42 PM,84.76,85.86,85.12,78.21,,,
9676,11/07/25 02:03:45 PM,84.63,85.84,85.14,78.28,,,
9677,11/07/25 02:03:48 PM,84.47,85.89,85.24,78.31,,,
9678,11/07/25 02:03:51 PM,84.61,86.04,85.24,78.33,,,
9679,11/07/25 02:03:54 PM,84.88,86.25,85.24,78.19,,,
9680,11/07/25 02:03:57 PM,85.10,86.29,85.23,78.26,,,
9681,11/07/25 02:04:00 PM,85.30,86.34,85.33,78.44,,,
9682,11/07/25 02:04:03 PM,84.99,86.11,85.37,78.49,,,
9683,11/07/25 02:04:06 PM,85.01,86.22,85.39,78.51,,,
9684,11/07/25 02:04:09 PM,84.85,86.25,85.42,78.46,,,
9685,11/07/25 02:04:12 PM,84.49,86.02,85.41,78.48,,,
9686,11/07/25 02:04:15 PM,84.22,86.07,85.26,78.35,,,
9687,11/07/25 02:04:18 PM,84.04,86.02,85.26,78.26,,,
9688,11/07/25 02:04:21 PM,84.15,86.20,85.26,78.24,,,
9689,11/07/25 02:04:24 PM,84.11,86.05,85.14,78.24,,,
9690,11/07/25 02:04:27 PM,83.98,86.05,85.06,78.15,,,
9691,11/07/25 02:04:30 PM,83.88,85.98,85.01,78.24,,,
9692,11/07/25 02:04:33 PM,83.84,86.02,85.08,78.17,,,
9693,11/07/25 02:04:36 PM,83.86,86.11,85.14,78.19,,,
9694,11/07/25 02:04:39 PM,83.64,85.82,84.81,78.12,,,
9695,11/07/25 02:04:42 PM,83.50,85.35,84.51,78.13,,,
9696,11/07/25 02:04:45 PM,83.16,85.26,84.29,78.12,,,
9697,11/07/25 02:04:48 PM,83.23,85.10,84.20,78.17,,,
9698,11/07/25 02:04:51 PM,83.23,85.01,84.15,78.15,,,
9699,11/07/25 02:04:54 PM,83.05,84.88,84.04,78.22,,,
9700,11/07/25 02:04:57 PM,82.89,84.70,83.91,78.22,,,
9701,11/07/25 02:05:00 PM,82.87,84.52,83.59,78.22,,,
9702,11/07/25 02:05:03 PM,82.94,84.49,83.50,78.31,,,
9703,11/07/25 02:05:06 PM,82.87,84.63,83.62,78.31,,,
9704,11/07/25 02:05:09 PM,83.37,84.63,83.59,78.37,,,
9705,11/07/25 02:05:12 PM,83.53,84.70,83.62,78.64,,,
9706,11/07/25 02:05:15 PM,83.93,84.78,83.75,78.64,,,
9707,11/07/25 02:05:18 PM,83.98,84.81,83.86,78.62,,,
9708,11/07/25 02:05:21 PM,83.88,84.99,83.88,78.53,,,
9709,11/07/25 02:05:24 PM,83.98,85.05,84.00,78.49,,,
9710,11/07/25 02:05:27 PM,83.73,85.06,83.93,78.57,,,
9711,11/07/25 02:05:30 PM,83.57,85.03,83.98,78.48,,,
9712,11/07/25 02:05:33 PM,83.39,85.01,84.04,78.46,,,
9713,11/07/25 02:05:36 PM,83.17,84.96,84.00,78.51,,,
9714,11/07/25 02:05:39 PM,83.21,84.97,83.97,78.60,,,
9715,11/07/25 02:05:42 PM,83.10,84.92,84.02,78.53,,,
9716,11/07/25 02:05:45 PM,82.85,84.88,83.88,78.44,,,
9717,11/07/25 02:05:48 PM,83.26,84.92,83.93,78.53,,,
9718,11/07/25 02:05:51 PM,83.26,85.05,83.95,78.48,,,
9719,11/07/25 02:05:54 PM,83.16,85.08,84.06,78.46,,,
9720,11/07/25 02:05:57 PM,83.39,85.17,84.15,78.44,,,
9721,11/07/25 02:06:00 PM,83.19,85.10,84.06,78.37,,,
9722,11/07/25 02:06:03 PM,83.80,85.03,84.07,78.42,,,
9723,11/07/25 02:06:06 PM,84.31,85.06,84.13,78.48,,,
9724,11/07/25 02:06:09 PM,84.24,85.12,84.18,78.62,,,
9725,11/07/25 02:06:12 PM,83.73,85.12,84.11,78.58,,,
9726,11/07/25 02:06:15 PM,83.57,85.03,84.11,78.55,,,
9727,11/07/25 02:06:18 PM,83.53,85.05,84.11,78.55,,,
9728,11/07/25 02:06:21 PM,83.66,85.15,84.13,78.58,,,
9729,11/07/25 02:06:24 PM,83.48,85.17,84.20,78.66,,,
9730,11/07/25 02:06:27 PM,83.35,85.35,84.24,78.64,,,
9731,11/07/25 02:06:30 PM,83.19,85.35,84.31,78.60,,,
9732,11/07/25 02:06:33 PM,83.21,85.26,84.31,78.58,,,
9733,11/07/25 02:06:36 PM,83.19,85.33,84.27,78.46,,,
9734,11/07/25 02:06:39 PM,83.34,85.21,84.24,78.31,,,
9735,11/07/25 02:06:42 PM,83.14,85.19,84.18,78.46,,,
9736,11/07/25 02:06:45 PM,83.07,85.24,84.22,78.53,,,
9737,11/07/25 02:06:48 PM,83.01,85.37,84.27,78.66,,,
9738,11/07/25 02:06:51 PM,83.52,85.41,84.42,78.69,,,
9739,11/07/25 02:06:54 PM,84.27,85.59,84.34,78.84,,,
9740,11/07/25 02:06:57 PM,84.60,85.64,84.63,78.89,,,
9741,11/07/25 02:07:00 PM,84.52,85.82,84.67,78.89,,,
9742,11/07/25 02:07:03 PM,84.76,85.84,84.74,78.85,,,
9743,11/07/25 02:07:06 PM,85.26,85.84,85.03,78.89,,,
9744,11/07/25 02:07:09 PM,85.28,85.77,85.28,78.96,,,
9745,11/07/25 02:07:12 PM,85.35,85.71,85.17,79.11,,,
9746,11/07/25 02:07:15 PM,85.28,85.66,85.12,79.21,,,
9747,11/07/25 02:07:18 PM,85.17,85.66,85.05,79.34,,,
9748,11/07/25 02:07:21 PM,84.87,85.71,85.03,79.27,,,
9749,11/07/25 02:07:24 PM,84.94,85.80,84.97,79.21,,,
9750,11/07/25 02:07:27 PM,84.94,85.86,84.97,79.27,,,
9751,11/07/25 02:07:30 PM,84.92,85.91,85.05,79.25,,,
9752,11/07/25 02:07:33 PM,84.90,86.02,85.12,79.18,,,
9753,11/07/25 02:07:36 PM,84.78,86.11,85.14,79.09,,,
9754,11/07/25 02:07:39 PM,84.67,86.25,85.21,79.02,,,
9755,11/07/25 02:07:42 PM,84.63,86.45,85.26,78.93,,,
9756,11/07/25 02:07:45 PM,84.83,86.63,85.46,78.76,,,
9757,11/07/25 02:07:48 PM,84.90,86.52,85.55,78.69,,,
9758,11/07/25 02:07:51 PM,84.99,86.32,85.44,78.67,,,
9759,11/07/25 02:07:54 PM,84.99,86.23,85.53,78.69,,,
9760,11/07/25 02:07:57 PM,84.79,86.13,85.75,78.66,,,
9761,11/07/25 02:08:00 PM,84.88,85.93,85.53,78.80,,,
9762,11/07/25 02:08:03 PM,85.55,85.91,85.37,78.98,,,
9763,11/07/25 02:08:06 PM,86.00,85.93,85.33,79.29,,,
9764,11/07/25 02:08:09 PM,86.13,86.02,85.26,79.41,,,
9765,11/07/25 02:08:12 PM,85.89,86.07,85.30,79.36,,,
9766,11/07/25 02:08:15 PM,85.50,85.96,85.33,79.30,,,
9767,11/07/25 02:08:18 PM,84.92,85.78,85.05,79.05,,,
9768,11/07/25 02:08:21 PM,84.58,85.64,84.85,79.11,,,
9769,11/07/25 02:08:24 PM,84.94,85.60,84.83,79.05,,,
9770,11/07/25 02:08:27 PM,85.87,85.57,84.79,79.30,,,
9771,11/07/25 02:08:30 PM,86.38,85.41,84.65,79.56,,,
9772,11/07/25 02:08:33 PM,86.36,85.28,84.67,79.68,,,
9773,11/07/25 02:08:36 PM,85.64,85.33,84.60,79.68,,,
9774,11/07/25 02:08:39 PM,85.15,85.14,84.49,79.65,,,
9775,11/07/25 02:08:42 PM,85.10,85.26,84.43,79.47,,,
9776,11/07/25 02:08:45 PM,84.76,85.28,84.33,79.43,,,
9777,11/07/25 02:08:48 PM,84.58,85.30,84.31,79.36,,,
9778,11/07/25 02:08:51 PM,84.65,85.37,84.36,79.25,,,
9779,11/07/25 02:08:54 PM,84.85,85.44,84.40,79.12,,,
9780,11/07/25 02:08:57 PM,84.92,85.37,84.54,78.96,,,
9781,11/07/25 02:09:00 PM,85.03,85.44,84.52,78.84,,,
9782,11/07/25 02:09:03 PM,85.23,85.51,84.60,78.75,,,
9783,11/07/25 02:09:06 PM,85.33,85.60,84.60,78.66,,,
9784,11/07/25 02:09:09 PM,85.46,85.60,84.60,78.57,,,
9785,11/07/25 02:09:12 PM,85.66,85.77,84.67,78.58,,,
9786,11/07/25 02:09:15 PM,85.69,85.77,84.72,78.60,,,
9787,11/07/25 02:09:18 PM,85.91,85.73,84.78,78.58,,,
9788,11/07/25 02:09:21 PM,86.59,85.80,84.83,78.57,,,
9789,11/07/25 02:09:24 PM,87.42,85.89,84.85,78.66,,,
9790,11/07/25 02:09:27 PM,88.41,85.87,84.99,78.94,,,
9791,11/07/25 02:09:30 PM,89.80,85.75,85.48,79.02,,,
9792,11/07/25 02:09:33 PM,89.44,85.26,85.42,79.12,,,
9793,11/07/25 02:09:36 PM,88.70,85.19,85.33,79.18,,,
9794,11/07/25 02:09:39 PM,88.79,85.26,85.14,79.21,,,
9795,11/07/25 02:09:42 PM,89.13,85.15,84.96,79.34,,,
9796,11/07/25 02:09:45 PM,88.54,85.26,84.81,79.34,,,
9797,11/07/25 02:09:48 PM,88.54,85.28,84.72,79.38,,,
9798,11/07/25 02:09:51 PM,89.33,85.26,84.79,79.39,,,
9799,11/07/25 02:09:54 PM,90.41,85.14,84.81,79.38,,,
9800,11/07/25 02:09:57 PM,91.26,84.97,84.92,79.39,,,
9801,11/07/25 02:10:00 PM,91.47,84.87,84.97,79.45,,,
9802,11/07/25 02:10:03 PM,91.13,84.60,84.87,79.30,,,
9803,11/07/25 02:10:06 PM,90.84,84.67,84.61,79.30,,,
9804,11/07/25 02:10:09 PM,91.13,84.67,84.54,79.29,,,
9805,11/07/25 02:10:12 PM,90.82,84.69,84.72,79.23,,,
9806,11/07/25 02:10:15 PM,91.53,84.81,84.76,79.34,,,
9807,11/07/25 02:10:18 PM,91.83,84.87,84.72,79.41,,,
9808,11/07/25 02:10:21 PM,92.07,84.78,84.69,79.36,,,
9809,11/07/25 02:10:24 PM,92.35,84.97,84.87,79.29,,,
9810,11/07/25 02:10:27 PM,92.35,85.01,84.85,79.23,,,
9811,11/07/25 02:10:30 PM,91.71,85.01,84.74,79.12,,,
9812,11/07/25 02:10:33 PM,91.29,85.08,84.65,79.03,,,
9813,11/07/25 02:10:36 PM,91.44,85.15,84.72,78.94,,,
9814,11/07/25 02:10:39 PM,91.69,85.14,85.01,78.91,,,
9815,11/07/25 02:10:42 PM,91.58,85.14,84.97,78.93,,,
9816,11/07/25 02:10:45 PM,91.69,85.08,84.78,78.82,,,
9817,11/07/25 02:10:48 PM,90.66,85.14,84.65,78.96,,,
9818,11/07/25 02:10:51 PM,90.73,85.14,84.63,79.05,,,
9819,11/07/25 02:10:54 PM,91.78,85.15,84.58,79.14,,,
9820,11/07/25 02:10:57 PM,92.30,85.23,84.69,79.12,,,
9821,11/07/25 02:11:00 PM,92.64,85.14,84.88,79.27,,,
9822,11/07/25 02:11:03 PM,93.04,84.94,84.83,79.23,,,
9823,11/07/25 02:11:06 PM,93.13,84.65,84.87,79.34,,,
9824,11/07/25 02:11:09 PM,93.81,84.52,84.76,79.59,,,
9825,11/07/25 02:11:12 PM,93.47,84.63,84.58,79.63,,,
9826,11/07/25 02:11:15 PM,93.13,84.70,84.47,79.72,,,
9827,11/07/25 02:11:18 PM,92.93,84.69,84.38,79.65,,,
9828,11/07/25 02:11:21 PM,92.91,84.56,84.25,79.63,,,
9829,11/07/25 02:11:24 PM,92.14,84.49,84.24,79.66,,,
9830,11/07/25 02:11:27 PM,91.40,84.43,84.09,79.74,,,
9831,11/07/25 02:11:30 PM,91.92,84.54,84.09,79.75,,,
9832,11/07/25 02:11:33 PM,92.46,84.56,84.16,79.75,,,
9833,11/07/25 02:11:36 PM,92.84,84.69,84.15,79.77,,,
9834,11/07/25 02:11:39 PM,93.13,84.83,84.15,79.72,,,
9835,11/07/25 02:11:42 PM,93.76,84.94,84.20,79.66,,,
