Plot Title: One,,,,,,,,
#,"Date Time, GMT-08:00","K-Type, °F (LGR S/N: 21278710, SEN S/N: 21278710, LBL: A)","K-Type, °F (LGR S/N: 21278710, SEN S/N: 21278710, LBL: B)","K-Type, °F (LGR S/N: 21278710, SEN S/N: 21278710, LBL: C)","K-Type, °F (LGR S/N: 21278710, SEN S/N: 21278710, LBL: D)",Host Connected (LGR S/N: 21278710),Stopped (LGR S/N: 21278710),End Of File (LGR S/N: 21278710)
27472,11/8/2025 4:53,53.6,60.98,58.96,56.23,,,
27473,11/8/2025 4:53,53.67,61.11,58.82,56.23,,,
27474,11/8/2025 4:53,53.69,61.07,58.69,56.21,,,
27475,11/8/2025 4:53,53.69,61.07,58.8,56.23,,,
27476,11/8/2025 4:53,53.67,61.07,58.68,56.17,,,
27477,11/8/2025 4:53,53.67,61.12,58.62,56.12,,,
27478,11/8/2025 4:53,53.73,61.2,58.59,56.12,,,
27479,11/8/2025 4:53,53.74,61.2,58.71,56.25,,,
27480,11/8/2025 4:53,53.71,61.14,58.73,56.25,,,
27481,11/8/2025 4:54,53.73,61.16,58.93,56.26,,,
27482,11/8/2025 4:54,53.74,61.16,59.18,56.37,,,
27483,11/8/2025 4:54,53.71,61.16,59.09,56.43,,,
27484,11/8/2025 4:54,53.8,61.16,59.05,56.35,,,
27485,11/8/2025 4:54,53.8,61.21,59.14,56.37,,,
27486,11/8/2025 4:54,53.82,61.18,59.16,56.44,,,
27487,11/8/2025 4:54,53.82,61.2,59.22,56.46,,,
27488,11/8/2025 4:54,53.82,61.23,59.22,56.66,,,
27489,11/8/2025 4:54,53.78,61.21,59.29,56.68,,,
27490,11/8/2025 4:54,53.83,61.27,59.32,56.75,,,
27491,11/8/2025 4:54,53.82,61.21,59.38,56.89,,,
27492,11/8/2025 4:54,53.83,61.18,59.41,57.06,,,
27493,11/8/2025 4:54,53.83,61.21,59.49,57.11,,,
27494,11/8/2025 4:54,53.8,61.25,59.5,57.31,,,
27495,11/8/2025 4:54,53.83,61.18,59.5,57.25,,,
27496,11/8/2025 4:54,53.83,61.25,59.58,57.11,,,
27497,11/8/2025 4:54,53.85,61.25,59.56,57.15,,,
27498,11/8/2025 4:54,53.85,61.21,59.59,57.15,,,
27499,11/8/2025 4:54,53.89,61.23,59.65,57.15,,,
27500,11/8/2025 4:54,53.89,61.29,59.72,57.24,,,
27501,11/8/2025 4:55,54,61.18,59.74,57.22,,,
27502,11/8/2025 4:55,53.96,61.23,59.54,57.11,,,
27503,11/8/2025 4:55,53.94,61.3,59.52,56.98,,,
27504,11/8/2025 4:55,53.98,61.23,59.65,57.07,,,
27505,11/8/2025 4:55,54.01,61.27,59.74,57.31,,,
27506,11/8/2025 4:55,53.96,61.21,59.68,57.15,,,
27507,11/8/2025 4:55,53.96,61.25,59.58,57.07,,,
27508,11/8/2025 4:55,54.03,61.3,59.67,57.16,,,
27509,11/8/2025 4:55,54,61.27,59.63,57.16,,,
27510,11/8/2025 4:55,54.01,61.29,60.01,57.18,,,
27511,11/8/2025 4:55,53.98,61.27,60.08,57.04,,,
27512,11/8/2025 4:55,54.07,61.23,60.01,57,,,
27513,11/8/2025 4:55,54.09,61.23,59.97,57.04,,,
27514,11/8/2025 4:55,54.09,61.3,59.86,56.97,,,
27515,11/8/2025 4:55,54.09,61.3,59.74,56.91,,,
27516,11/8/2025 4:55,54.14,61.29,59.7,57.02,,,
27517,11/8/2025 4:55,54.1,61.32,59.77,56.97,,,
27518,11/8/2025 4:55,54.1,61.29,59.72,56.98,,,
27519,11/8/2025 4:55,54.09,61.25,59.74,56.95,,,
27520,11/8/2025 4:55,54.03,61.3,59.83,56.98,,,
27521,11/8/2025 4:56,54.1,61.34,59.83,56.95,,,
27522,11/8/2025 4:56,54.1,61.21,59.81,56.97,,,
27523,11/8/2025 4:56,54.05,61.27,59.83,57.02,,,
27524,11/8/2025 4:56,54.12,61.25,59.92,57.09,,,
27525,11/8/2025 4:56,54.05,61.21,60.01,56.98,,,
27526,11/8/2025 4:56,54.09,61.25,59.97,56.97,,,
27527,11/8/2025 4:56,54.16,61.25,59.97,57.11,,,
27528,11/8/2025 4:56,54.12,61.29,59.95,57.18,,,
27529,11/8/2025 4:56,54.09,61.25,59.81,57.22,,,
27530,11/8/2025 4:56,54.09,61.25,59.74,57.06,,,
27531,11/8/2025 4:56,54.07,61.18,59.9,57.18,,,
27532,11/8/2025 4:56,54.09,61.2,59.88,57.25,,,
27533,11/8/2025 4:56,54.18,61.12,59.79,57.24,,,
27534,11/8/2025 4:56,54.07,61.11,59.92,57.18,,,
27535,11/8/2025 4:56,54.09,61.12,60.08,57.31,,,
27536,11/8/2025 4:56,54.14,61.18,60.22,57.52,,,
27537,11/8/2025 4:56,54.14,61.14,60.24,57.38,,,
27538,11/8/2025 4:56,54.09,61.16,60.26,57.69,,,
27539,11/8/2025 4:56,54.1,61.2,60.3,57.79,,,
27540,11/8/2025 4:56,54.09,61.18,60.17,57.65,,,
27541,11/8/2025 4:57,54.16,61.18,60.21,57.6,,,
27542,11/8/2025 4:57,54.14,61.21,60.22,57.49,,,
27543,11/8/2025 4:57,54.1,61.18,60.15,57.47,,,
27544,11/8/2025 4:57,54.12,61.25,60.17,57.45,,,
27545,11/8/2025 4:57,54.12,61.18,60.19,57.58,,,
27546,11/8/2025 4:57,54.1,61.14,60.22,57.67,,,
27547,11/8/2025 4:57,54.05,61.2,60.12,57.79,,,
27548,11/8/2025 4:57,54.12,61.21,59.99,57.78,,,
27549,11/8/2025 4:57,54.1,61.25,59.99,57.61,,,
27550,11/8/2025 4:57,54.18,61.23,59.83,57.49,,,
27551,11/8/2025 4:57,54.12,61.21,59.95,57.42,,,
27552,11/8/2025 4:57,54.1,61.16,60.15,57.34,,,
27553,11/8/2025 4:57,54.18,61.23,60.15,57.4,,,
27554,11/8/2025 4:57,54.18,61.21,60.06,57.34,,,
27555,11/8/2025 4:57,54.12,61.23,60.13,57.31,,,
27556,11/8/2025 4:57,54.12,61.3,60.17,57.34,,,
27557,11/8/2025 4:57,54.12,61.27,60.01,57.33,,,
27558,11/8/2025 4:57,54.16,61.23,59.94,57.29,,,
27559,11/8/2025 4:57,54.14,61.27,59.9,57.36,,,
27560,11/8/2025 4:57,54.1,61.27,60.01,57.56,,,
27561,11/8/2025 4:58,54.14,61.21,60.06,57.63,,,
27562,11/8/2025 4:58,54.16,61.29,60.08,57.65,,,
27563,11/8/2025 4:58,54.1,61.23,60.1,57.69,,,
27564,11/8/2025 4:58,54.19,61.3,60.1,57.9,,,
27565,11/8/2025 4:58,54.18,61.25,60.13,58.1,,,
27566,11/8/2025 4:58,54.23,61.32,60.17,58.12,,,
27567,11/8/2025 4:58,54.23,61.3,60.33,58.14,,,
27568,11/8/2025 4:58,54.19,61.29,60.3,57.97,,,
27569,11/8/2025 4:58,54.25,61.27,60.3,57.87,,,
27570,11/8/2025 4:58,54.18,61.18,60.22,57.9,,,
27571,11/8/2025 4:58,54.18,61.2,60.24,57.94,,,
27572,11/8/2025 4:58,54.23,61.21,60.31,57.88,,,
27573,11/8/2025 4:58,54.23,61.18,60.28,57.94,,,
27574,11/8/2025 4:58,54.19,61.14,60.28,58.03,,,
27575,11/8/2025 4:58,54.21,61.21,60.3,58.05,,,
27576,11/8/2025 4:58,54.18,61.2,60.37,58.33,,,
27577,11/8/2025 4:58,54.25,61.2,60.39,58.46,,,
27578,11/8/2025 4:58,54.16,61.14,60.42,58.71,,,
27579,11/8/2025 4:58,54.18,61.16,60.4,58.84,,,
27580,11/8/2025 4:58,54.21,61.14,60.55,58.96,,,
27581,11/8/2025 4:59,54.21,61.07,60.53,59.05,,,
27582,11/8/2025 4:59,54.32,61.03,60.53,59.13,,,
27583,11/8/2025 4:59,54.27,61.05,60.58,59.14,,,
27584,11/8/2025 4:59,54.36,61.07,60.64,59.25,,,
27585,11/8/2025 4:59,54.37,61.11,60.62,59.34,,,
27586,11/8/2025 4:59,54.32,61.09,60.69,59.4,,,
27587,11/8/2025 4:59,54.41,61.03,60.58,59.43,,,
27588,11/8/2025 4:59,54.37,61.03,60.69,59.38,,,
27589,11/8/2025 4:59,54.43,61.09,60.67,59.43,,,
27590,11/8/2025 4:59,54.43,61.07,60.66,59.4,,,
27591,11/8/2025 4:59,54.37,61.09,60.6,59.36,,,
27592,11/8/2025 4:59,54.43,61.05,60.57,59.41,,,
27593,11/8/2025 4:59,54.43,61.03,60.53,59.41,,,
27594,11/8/2025 4:59,54.41,61.07,60.53,59.31,,,
27595,11/8/2025 4:59,54.45,60.98,60.55,59.25,,,
27596,11/8/2025 4:59,54.48,61,60.46,59.11,,,
27597,11/8/2025 4:59,54.46,60.98,60.42,58.98,,,
27598,11/8/2025 4:59,54.45,61.05,60.51,58.87,,,
27599,11/8/2025 4:59,54.43,61.02,60.53,59.02,,,
27600,11/8/2025 4:59,54.46,60.98,60.46,59.07,,,
27601,11/8/2025 5:00,54.5,61.03,60.44,59.09,,,
27602,11/8/2025 5:00,54.48,61.03,60.49,59.09,,,
27603,11/8/2025 5:00,54.48,61.11,60.51,59.04,,,
27604,11/8/2025 5:00,54.46,61.07,60.4,58.91,,,
27605,11/8/2025 5:00,54.48,61.09,60.44,59.02,,,
27606,11/8/2025 5:00,54.46,60.96,60.4,59.05,,,
27607,11/8/2025 5:00,54.52,61,60.44,59,,,
27608,11/8/2025 5:00,54.46,60.98,60.39,58.95,,,
27609,11/8/2025 5:00,54.46,60.94,60.37,59.02,,,
27610,11/8/2025 5:00,54.5,60.94,60.4,59.05,,,
27611,11/8/2025 5:00,54.46,60.93,60.42,59.05,,,
27612,11/8/2025 5:00,54.48,60.96,60.39,59.14,,,
27613,11/8/2025 5:00,54.52,60.87,60.33,59.13,,,
27614,11/8/2025 5:00,54.54,60.89,60.31,59.07,,,
27615,11/8/2025 5:00,54.59,60.89,60.24,59.07,,,
27616,11/8/2025 5:00,54.52,60.85,60.21,58.96,,,
27617,11/8/2025 5:00,54.54,60.82,60.21,58.95,,,
27618,11/8/2025 5:00,54.57,60.82,60.26,58.91,,,
27619,11/8/2025 5:00,54.59,60.75,60.17,58.89,,,
27620,11/8/2025 5:00,54.55,60.71,60.21,58.95,,,
27621,11/8/2025 5:01,54.5,60.73,60.15,58.95,,,
27622,11/8/2025 5:01,54.57,60.73,60.13,58.87,,,
27623,11/8/2025 5:01,54.63,60.73,60.1,58.98,,,
27624,11/8/2025 5:01,54.63,60.78,60.15,58.93,,,
27625,11/8/2025 5:01,54.59,60.73,60.1,58.91,,,
27626,11/8/2025 5:01,54.63,60.73,60.03,58.75,,,
27627,11/8/2025 5:01,54.66,60.71,60.06,58.62,,,
27628,11/8/2025 5:01,54.66,60.64,60.01,58.55,,,
27629,11/8/2025 5:01,54.61,60.67,59.99,58.55,,,
27630,11/8/2025 5:01,54.66,60.76,60.03,58.42,,,
27631,11/8/2025 5:01,54.66,60.76,59.94,58.37,,,
27632,11/8/2025 5:01,54.7,60.71,59.88,58.32,,,
27633,11/8/2025 5:01,54.64,60.73,59.88,58.3,,,
27634,11/8/2025 5:01,54.63,60.71,59.9,58.21,,,
27635,11/8/2025 5:01,54.64,60.66,59.86,58.12,,,
27636,11/8/2025 5:01,54.59,60.66,59.76,58.06,,,
27637,11/8/2025 5:01,54.54,60.69,59.72,57.97,,,
27638,11/8/2025 5:01,54.57,60.66,59.59,57.92,,,
27639,11/8/2025 5:01,54.59,60.67,59.61,57.87,,,
27640,11/8/2025 5:01,54.59,60.62,59.59,57.81,,,
27641,11/8/2025 5:02,54.57,60.55,59.5,57.79,,,
27642,11/8/2025 5:02,54.52,60.57,59.45,57.81,,,
27643,11/8/2025 5:02,54.54,60.51,59.41,57.7,,,
27644,11/8/2025 5:02,54.52,60.53,59.32,57.6,,,
27645,11/8/2025 5:02,54.5,60.57,59.32,57.63,,,
27646,11/8/2025 5:02,54.45,60.58,59.34,57.52,,,
27647,11/8/2025 5:02,54.46,60.62,59.4,57.61,,,
27648,11/8/2025 5:02,54.45,60.58,59.45,57.63,,,
27649,11/8/2025 5:02,54.41,60.6,59.45,57.6,,,
27650,11/8/2025 5:02,54.41,60.66,59.61,57.79,,,
27651,11/8/2025 5:02,54.41,60.64,59.68,57.87,,,
27652,11/8/2025 5:02,54.37,60.71,59.61,57.72,,,
27653,11/8/2025 5:02,54.37,60.67,59.72,57.87,,,
27654,11/8/2025 5:02,54.41,60.69,59.79,58.01,,,
27655,11/8/2025 5:02,54.39,60.67,59.61,57.94,,,
27656,11/8/2025 5:02,54.37,60.75,59.59,57.83,,,
27657,11/8/2025 5:02,54.36,60.71,59.61,57.81,,,
27658,11/8/2025 5:02,54.37,60.76,59.65,57.52,,,
27659,11/8/2025 5:02,54.34,60.73,59.65,57.56,,,
27660,11/8/2025 5:02,54.37,60.71,59.72,57.87,,,
27661,11/8/2025 5:03,54.36,60.67,59.83,57.88,,,
27662,11/8/2025 5:03,54.37,60.67,59.81,57.81,,,
27663,11/8/2025 5:03,54.34,60.67,59.74,57.87,,,
27664,11/8/2025 5:03,54.27,60.66,59.67,57.83,,,
27665,11/8/2025 5:03,54.32,60.58,59.59,57.87,,,
27666,11/8/2025 5:03,54.23,60.55,59.56,57.72,,,
27667,11/8/2025 5:03,54.25,60.46,59.59,57.69,,,
27668,11/8/2025 5:03,54.28,60.4,59.56,57.74,,,
27669,11/8/2025 5:03,54.25,60.31,59.47,57.63,,,
27670,11/8/2025 5:03,54.23,60.39,59.52,57.67,,,
27671,11/8/2025 5:03,54.21,60.4,59.52,57.63,,,
27672,11/8/2025 5:03,54.18,60.26,59.56,57.56,,,
27673,11/8/2025 5:03,54.19,60.28,59.61,57.78,,,
27674,11/8/2025 5:03,54.25,60.26,59.59,57.9,,,
27675,11/8/2025 5:03,54.12,60.28,59.61,58.06,,,
27676,11/8/2025 5:03,54.1,60.3,59.65,58.14,,,
27677,11/8/2025 5:03,54.16,60.28,59.59,58.23,,,
27678,11/8/2025 5:03,54.1,60.31,59.67,58.26,,,
27679,11/8/2025 5:03,54.12,60.22,59.56,58.21,,,
27680,11/8/2025 5:03,54.1,60.3,59.5,58.19,,,
27681,11/8/2025 5:04,54.1,60.31,59.52,58.24,,,
27682,11/8/2025 5:04,54.05,60.28,59.43,58.12,,,
27683,11/8/2025 5:04,54.14,60.31,59.4,58.12,,,
27684,11/8/2025 5:04,54.1,60.22,59.38,58.1,,,
27685,11/8/2025 5:04,54.05,60.21,59.29,58.03,,,
27686,11/8/2025 5:04,54.07,60.22,59.27,58.01,,,
27687,11/8/2025 5:04,54.1,60.19,59.14,57.96,,,
27688,11/8/2025 5:04,54.05,60.24,59.14,57.96,,,
27689,11/8/2025 5:04,54.09,60.21,59.27,57.94,,,
27690,11/8/2025 5:04,54.14,60.28,59.16,57.92,,,
27691,11/8/2025 5:04,54.05,60.24,59.14,57.9,,,
27692,11/8/2025 5:04,54.05,60.22,59.14,57.85,,,
27693,11/8/2025 5:04,54.05,60.21,59.13,57.81,,,
27694,11/8/2025 5:04,54.07,60.28,59,57.79,,,
27695,11/8/2025 5:04,54.09,60.3,59.05,57.88,,,
27696,11/8/2025 5:04,54.07,60.22,59.02,57.9,,,
27697,11/8/2025 5:04,54.03,60.26,59.04,57.83,,,
27698,11/8/2025 5:04,54,60.3,59.14,57.9,,,
27699,11/8/2025 5:04,54.07,60.37,59.16,57.99,,,
27700,11/8/2025 5:04,54.07,60.39,59.18,57.94,,,
27701,11/8/2025 5:05,54.09,60.37,59.25,57.99,,,
27702,11/8/2025 5:05,54,60.39,59.25,57.88,,,
27703,11/8/2025 5:05,54,60.49,59.29,58.03,,,
27704,11/8/2025 5:05,54.05,60.46,59.27,58.03,,,
27705,11/8/2025 5:05,54.07,60.44,59.34,57.99,,,
27706,11/8/2025 5:05,54.07,60.51,59.2,57.83,,,
27707,11/8/2025 5:05,54.09,60.53,59.34,57.96,,,
27708,11/8/2025 5:05,54.03,60.64,59.45,58.03,,,
27709,11/8/2025 5:05,54.09,60.66,59.47,58.12,,,
27710,11/8/2025 5:05,54.07,60.58,59.47,58.14,,,
27711,11/8/2025 5:05,54.1,60.57,59.32,58.14,,,
27712,11/8/2025 5:05,54.14,60.55,59.41,58.1,,,
27713,11/8/2025 5:05,54.1,60.49,59.32,58.08,,,
27714,11/8/2025 5:05,54.07,60.53,59.41,58.14,,,
27715,11/8/2025 5:05,54.07,60.48,59.43,58.19,,,
27716,11/8/2025 5:05,54.07,60.51,59.49,58.23,,,
27717,11/8/2025 5:05,54.09,60.53,59.47,58.21,,,
27718,11/8/2025 5:05,54.12,60.48,59.4,58.15,,,
27719,11/8/2025 5:05,54.12,60.44,59.58,58.24,,,
27720,11/8/2025 5:05,54.07,60.42,59.58,58.35,,,
27721,11/8/2025 5:06,54.05,60.42,59.54,58.26,,,
27722,11/8/2025 5:06,54.09,60.37,59.65,58.37,,,
27723,11/8/2025 5:06,54.1,60.42,59.63,58.28,,,
27724,11/8/2025 5:06,54.09,60.44,59.5,58.32,,,
27725,11/8/2025 5:06,54.18,60.35,59.45,58.1,,,
27726,11/8/2025 5:06,54.12,60.35,59.34,58.03,,,
27727,11/8/2025 5:06,54.14,60.39,59.31,57.97,,,
27728,11/8/2025 5:06,54.12,60.35,59.29,57.92,,,
27729,11/8/2025 5:06,54.25,60.37,59.23,57.81,,,
27730,11/8/2025 5:06,54.25,60.42,59.22,57.76,,,
27731,11/8/2025 5:06,54.32,60.42,59.23,57.58,,,
27732,11/8/2025 5:06,54.28,60.4,59.32,57.51,,,
27733,11/8/2025 5:06,54.36,60.42,59.34,57.79,,,
27734,11/8/2025 5:06,54.3,60.33,59.43,57.9,,,
27735,11/8/2025 5:06,54.32,60.33,59.54,57.99,,,
27736,11/8/2025 5:06,54.41,60.35,59.43,57.99,,,
27737,11/8/2025 5:06,54.41,60.37,59.43,57.99,,,
27738,11/8/2025 5:06,54.43,60.44,59.4,58.05,,,
27739,11/8/2025 5:06,54.46,60.35,59.4,58.06,,,
27740,11/8/2025 5:06,54.52,60.4,59.43,58.05,,,
27741,11/8/2025 5:07,54.52,60.39,59.38,57.92,,,
27742,11/8/2025 5:07,54.45,60.44,59.29,57.61,,,
27743,11/8/2025 5:07,54.39,60.42,59.31,57.67,,,
27744,11/8/2025 5:07,54.41,60.46,59.25,57.4,,,
27745,11/8/2025 5:07,54.36,60.44,59.2,57.11,,,
27746,11/8/2025 5:07,54.3,60.42,59.14,57.06,,,
27747,11/8/2025 5:07,54.3,60.42,59.2,56.77,,,
27748,11/8/2025 5:07,54.19,60.44,59.29,56.7,,,
27749,11/8/2025 5:07,54.19,60.49,59.05,56.55,,,
27750,11/8/2025 5:07,54.25,60.48,59,56.46,,,
27751,11/8/2025 5:07,54.19,60.55,59.05,56.44,,,
27752,11/8/2025 5:07,54.19,60.57,59.04,56.46,,,
27753,11/8/2025 5:07,54.12,60.6,58.89,56.39,,,
27754,11/8/2025 5:07,54.12,60.57,58.89,56.39,,,
27755,11/8/2025 5:07,54.09,60.51,58.69,56.25,,,
27756,11/8/2025 5:07,54.01,60.55,58.77,56.17,,,
27757,11/8/2025 5:07,54.01,60.57,58.96,56.32,,,
27758,11/8/2025 5:07,53.96,60.51,59.18,56.35,,,
27759,11/8/2025 5:07,54,60.53,59.07,56.3,,,
27760,11/8/2025 5:07,53.91,60.51,59.22,56.39,,,
27761,11/8/2025 5:08,53.94,60.57,59.43,56.43,,,
27762,11/8/2025 5:08,53.96,60.6,59.45,56.48,,,
27763,11/8/2025 5:08,53.94,60.55,59.56,56.7,,,
27764,11/8/2025 5:08,53.92,60.64,59.59,56.75,,,
27765,11/8/2025 5:08,53.85,60.58,59.61,56.88,,,
27766,11/8/2025 5:08,53.89,60.6,59.54,56.91,,,
27767,11/8/2025 5:08,53.89,60.66,59.47,56.91,,,
27768,11/8/2025 5:08,53.89,60.55,59.74,57.02,,,
27769,11/8/2025 5:08,53.89,60.67,59.79,57.13,,,
27770,11/8/2025 5:08,53.85,60.64,59.81,56.93,,,
27771,11/8/2025 5:08,53.92,60.64,59.65,56.8,,,
27772,11/8/2025 5:08,53.85,60.69,59.67,56.75,,,
27773,11/8/2025 5:08,53.83,60.78,59.52,56.62,,,
27774,11/8/2025 5:08,53.8,60.73,59.45,56.5,,,
27775,11/8/2025 5:08,53.87,60.67,59.47,56.39,,,
27776,11/8/2025 5:08,53.83,60.67,59.41,56.41,,,
27777,11/8/2025 5:08,53.83,60.76,59.4,56.35,,,
27778,11/8/2025 5:08,53.78,60.67,59.38,56.35,,,
27779,11/8/2025 5:08,53.82,60.73,59.5,56.44,,,
27780,11/8/2025 5:08,53.85,60.75,59.58,56.37,,,
27781,11/8/2025 5:09,53.76,60.73,59.54,56.35,,,
27782,11/8/2025 5:09,53.8,60.73,59.7,56.3,,,
27783,11/8/2025 5:09,53.83,60.78,59.81,56.5,,,
27784,11/8/2025 5:09,53.83,60.82,59.79,56.75,,,
27785,11/8/2025 5:09,53.83,60.78,59.76,56.66,,,
27786,11/8/2025 5:09,53.82,60.8,59.61,56.68,,,
27787,11/8/2025 5:09,53.78,60.8,59.72,56.53,,,
27788,11/8/2025 5:09,53.85,60.84,59.72,56.5,,,
27789,11/8/2025 5:09,53.83,60.78,59.65,56.68,,,
27790,11/8/2025 5:09,53.83,60.84,59.72,56.88,,,
27791,11/8/2025 5:09,53.8,60.78,59.67,56.8,,,
27792,11/8/2025 5:09,53.82,60.84,59.7,56.8,,,
27793,11/8/2025 5:09,53.83,60.85,59.67,56.91,,,
27794,11/8/2025 5:09,53.85,60.82,59.81,56.82,,,
27795,11/8/2025 5:09,53.87,60.8,59.77,56.77,,,
27796,11/8/2025 5:09,53.85,60.85,59.72,56.84,,,
27797,11/8/2025 5:09,53.83,60.89,59.86,57.09,,,
27798,11/8/2025 5:09,53.91,60.87,59.86,57.07,,,
27799,11/8/2025 5:09,53.85,60.89,59.99,57.06,,,
27800,11/8/2025 5:09,53.89,60.87,60.03,57.25,,,
27801,11/8/2025 5:10,53.91,60.94,59.97,57.07,,,
27802,11/8/2025 5:10,53.91,60.85,59.99,57.09,,,
27803,11/8/2025 5:10,53.91,60.96,60.01,57.04,,,
27804,11/8/2025 5:10,53.94,60.98,60.06,57.02,,,
27805,11/8/2025 5:10,53.91,61,60.08,57,,,
27806,11/8/2025 5:10,53.94,60.91,60.15,57.18,,,
27807,11/8/2025 5:10,53.94,60.98,60.08,57.18,,,
27808,11/8/2025 5:10,53.94,60.94,60.04,57.09,,,
27809,11/8/2025 5:10,53.91,60.96,60.01,56.98,,,
27810,11/8/2025 5:10,53.92,60.96,60.12,57.06,,,
27811,11/8/2025 5:10,53.94,61,59.95,57.09,,,
27812,11/8/2025 5:10,53.98,60.93,60.03,57.13,,,
27813,11/8/2025 5:10,53.96,61,60.03,57.29,,,
27814,11/8/2025 5:10,53.92,60.96,60.15,57.15,,,
27815,11/8/2025 5:10,53.96,60.98,59.99,57.11,,,
27816,11/8/2025 5:10,54,60.98,60.04,57.24,,,
27817,11/8/2025 5:10,53.96,61,59.94,57.16,,,
27818,11/8/2025 5:10,53.96,61.03,59.95,57.25,,,
27819,11/8/2025 5:10,53.96,61.05,59.95,57.2,,,
27820,11/8/2025 5:10,54,60.98,59.99,57.13,,,
27821,11/8/2025 5:11,53.96,60.98,59.85,57.09,,,
27822,11/8/2025 5:11,54.01,61,59.67,56.95,,,
27823,11/8/2025 5:11,54,60.98,59.58,56.91,,,
27824,11/8/2025 5:11,54.01,61,59.49,56.8,,,
27825,11/8/2025 5:11,53.96,61.05,59.56,56.75,,,
27826,11/8/2025 5:11,54,61.02,59.49,56.66,,,
27827,11/8/2025 5:11,54.01,61.02,59.45,56.52,,,
27828,11/8/2025 5:11,53.98,61.11,59.49,56.46,,,
27829,11/8/2025 5:11,53.94,61.03,59.5,56.41,,,
27830,11/8/2025 5:11,54.03,61.02,59.38,56.39,,,
27831,11/8/2025 5:11,53.96,60.96,59.5,56.35,,,
27832,11/8/2025 5:11,53.98,61.03,59.41,56.34,,,
27833,11/8/2025 5:11,53.98,61.03,59.34,56.35,,,
27834,11/8/2025 5:11,53.92,61,59.34,56.25,,,
27835,11/8/2025 5:11,53.94,60.96,59.22,56.3,,,
27836,11/8/2025 5:11,53.94,61.07,59.27,56.3,,,
27837,11/8/2025 5:11,53.98,61,59.29,56.35,,,
27838,11/8/2025 5:11,53.98,61.02,59.2,56.39,,,
27839,11/8/2025 5:11,53.96,61.05,59.14,56.26,,,
27840,11/8/2025 5:11,53.91,61.03,59.05,56.26,,,
27841,11/8/2025 5:12,54.01,60.98,58.98,56.23,,,
27842,11/8/2025 5:12,54.03,61.07,59.14,56.25,,,
27843,11/8/2025 5:12,53.92,61.02,59.13,56.25,,,
27844,11/8/2025 5:12,53.96,61.03,58.96,56.23,,,
27845,11/8/2025 5:12,53.94,61.11,59.02,56.19,,,
27846,11/8/2025 5:12,53.92,61.07,59.09,56.3,,,
27847,11/8/2025 5:12,54.01,61.14,59.2,56.34,,,
27848,11/8/2025 5:12,53.96,61.14,59.32,56.41,,,
27849,11/8/2025 5:12,53.96,61.11,59.34,56.43,,,
27850,11/8/2025 5:12,53.92,61.14,59.38,56.52,,,
27851,11/8/2025 5:12,53.96,61.18,59.4,56.5,,,
27852,11/8/2025 5:12,53.94,61.16,59.29,56.53,,,
27853,11/8/2025 5:12,53.98,61.16,59.34,56.68,,,
27854,11/8/2025 5:12,53.96,61.12,59.45,56.86,,,
27855,11/8/2025 5:12,53.91,61.2,59.52,56.75,,,
27856,11/8/2025 5:12,53.94,61.23,59.45,56.88,,,
27857,11/8/2025 5:12,53.92,61.18,59.59,56.97,,,
27858,11/8/2025 5:12,53.94,61.21,59.54,56.97,,,
27859,11/8/2025 5:12,53.98,61.25,59.61,57.06,,,
27860,11/8/2025 5:12,53.96,61.2,59.58,56.97,,,
27861,11/8/2025 5:13,54,61.25,59.63,56.98,,,
27862,11/8/2025 5:13,54,61.23,59.77,57.04,,,
27863,11/8/2025 5:13,54,61.16,59.79,57.06,,,
27864,11/8/2025 5:13,54,61.18,59.79,57.07,,,
27865,11/8/2025 5:13,54.07,61.14,59.95,56.98,,,
27866,11/8/2025 5:13,53.98,61.21,59.88,57.09,,,
27867,11/8/2025 5:13,53.98,61.25,59.88,57.04,,,
27868,11/8/2025 5:13,54,61.16,59.81,57.22,,,
27869,11/8/2025 5:13,54,61.12,59.99,57.31,,,
27870,11/8/2025 5:13,54.1,61.3,59.95,57.25,,,
27871,11/8/2025 5:13,54.07,61.2,59.88,57.16,,,
27872,11/8/2025 5:13,54.05,61.18,59.94,57.24,,,
27873,11/8/2025 5:13,54.05,61.23,59.85,57.22,,,
27874,11/8/2025 5:13,54.07,61.23,59.85,57.34,,,
27875,11/8/2025 5:13,54.12,61.27,59.81,57.29,,,
27876,11/8/2025 5:13,54.09,61.27,59.85,57.33,,,
27877,11/8/2025 5:13,54.1,61.25,59.81,57.27,,,
27878,11/8/2025 5:13,54.1,61.23,59.79,57.29,,,
27879,11/8/2025 5:13,54.05,61.25,59.81,57.27,,,
27880,11/8/2025 5:13,54.07,61.3,59.86,57.38,,,
27881,11/8/2025 5:14,54.09,61.27,59.85,57.34,,,
27882,11/8/2025 5:14,54.12,61.29,59.83,57.27,,,
27883,11/8/2025 5:14,54.14,61.27,59.9,57.18,,,
27884,11/8/2025 5:14,54.09,61.29,59.92,57.22,,,
27885,11/8/2025 5:14,54.14,61.25,59.92,57.27,,,
27886,11/8/2025 5:14,54.09,61.29,59.81,57.25,,,
27887,11/8/2025 5:14,54.1,61.25,59.85,57.22,,,
27888,11/8/2025 5:14,54.21,61.21,59.68,57.11,,,
27889,11/8/2025 5:14,54.12,61.21,59.7,57.18,,,
