"Plot Title: three"
"#","Date Time, GMT-08:00","K-Type, °F (LGR S/N: 21504775, SEN S/N: 21504775, LBL: A)","K-Type, °F (LGR S/N: 21504775, SEN S/N: 21504775, LBL: B)","K-Type, °F (LGR S/N: 21504775, SEN S/N: 21504775, LBL: C)","K-Type, °F (LGR S/N: 21504775, SEN S/N: 21504775, LBL: D)","Host Connected (LGR S/N: 21504775)","Stopped (LGR S/N: 21504775)","End Of File (LGR S/N: 21504775)"
19335,11/07/25 10:06:42 PM,53.58,58.95,53.13,60.24,,,
19336,11/07/25 10:06:45 PM,53.67,58.96,53.13,60.26,,,
19337,11/07/25 10:06:48 PM,53.67,58.95,53.15,60.31,,,
19338,11/07/25 10:06:51 PM,53.65,58.93,53.11,60.37,,,
19339,11/07/25 10:06:54 PM,53.64,58.87,53.10,60.30,,,
19340,11/07/25 10:06:57 PM,53.60,58.95,53.11,60.26,,,
19341,11/07/25 10:07:00 PM,53.60,58.89,53.13,60.28,,,
19342,11/07/25 10:07:03 PM,53.60,58.91,53.15,60.22,,,
19343,11/07/25 10:07:06 PM,53.58,58.95,53.17,60.22,,,
19344,11/07/25 10:07:09 PM,53.58,58.91,53.19,60.26,,,
19345,11/07/25 10:07:12 PM,53.56,58.96,53.22,60.21,,,
19346,11/07/25 10:07:15 PM,53.58,58.91,53.22,60.19,,,
19347,11/07/25 10:07:18 PM,53.55,58.89,53.19,60.17,,,
19348,11/07/25 10:07:21 PM,53.56,58.84,53.22,60.12,,,
19349,11/07/25 10:07:24 PM,53.67,58.91,53.22,60.13,,,
19350,11/07/25 10:07:27 PM,53.64,58.86,53.13,60.12,,,
19351,11/07/25 10:07:30 PM,53.58,58.86,53.15,60.15,,,
19352,11/07/25 10:07:33 PM,53.62,58.82,53.15,60.26,,,
19353,11/07/25 10:07:36 PM,53.65,58.84,53.19,60.31,,,
19354,11/07/25 10:07:39 PM,53.69,58.77,53.20,60.30,,,
19355,11/07/25 10:07:42 PM,53.62,58.75,53.11,60.31,,,
19356,11/07/25 10:07:45 PM,53.64,58.75,53.10,60.31,,,
19357,11/07/25 10:07:48 PM,53.67,58.75,53.11,60.31,,,
19358,11/07/25 10:07:51 PM,53.67,58.69,53.06,60.26,,,
19359,11/07/25 10:07:54 PM,53.62,58.73,53.06,60.22,,,
19360,11/07/25 10:07:57 PM,53.69,58.66,52.95,60.22,,,
19361,11/07/25 10:08:00 PM,53.67,58.69,52.93,60.21,,,
19362,11/07/25 10:08:03 PM,53.78,58.64,52.99,60.13,,,
19363,11/07/25 10:08:06 PM,53.71,58.62,52.93,60.17,,,
19364,11/07/25 10:08:09 PM,53.76,58.62,52.93,60.28,,,
19365,11/07/25 10:08:12 PM,53.76,58.62,52.92,60.15,,,
19366,11/07/25 10:08:15 PM,53.74,58.64,52.97,60.13,,,
19367,11/07/25 10:08:18 PM,53.80,58.60,52.93,60.13,,,
19368,11/07/25 10:08:21 PM,53.73,58.62,52.97,60.12,,,
19369,11/07/25 10:08:24 PM,53.76,58.66,52.99,60.10,,,
19370,11/07/25 10:08:27 PM,53.76,58.69,52.99,60.08,,,
19371,11/07/25 10:08:30 PM,53.80,58.68,52.99,60.19,,,
19372,11/07/25 10:08:33 PM,53.73,58.69,53.02,60.12,,,
19373,11/07/25 10:08:36 PM,53.71,58.73,53.01,60.12,,,
19374,11/07/25 10:08:39 PM,53.73,58.80,53.06,60.08,,,
19375,11/07/25 10:08:42 PM,53.69,58.91,53.10,60.08,,,
19376,11/07/25 10:08:45 PM,53.69,58.78,53.06,60.13,,,
19377,11/07/25 10:08:48 PM,53.69,58.87,53.11,60.10,,,
19378,11/07/25 10:08:51 PM,53.73,58.87,53.11,60.12,,,
19379,11/07/25 10:08:54 PM,53.73,58.86,53.08,60.17,,,
19380,11/07/25 10:08:57 PM,53.71,58.95,53.15,60.17,,,
19381,11/07/25 10:09:00 PM,53.71,59.00,53.08,60.19,,,
19382,11/07/25 10:09:03 PM,53.73,58.96,53.11,60.10,,,
19383,11/07/25 10:09:06 PM,53.71,58.91,53.11,60.10,,,
19384,11/07/25 10:09:09 PM,53.71,58.87,53.04,60.13,,,
19385,11/07/25 10:09:12 PM,53.67,58.86,53.06,60.12,,,
19386,11/07/25 10:09:15 PM,53.73,58.86,53.06,60.13,,,
19387,11/07/25 10:09:18 PM,53.69,58.78,53.11,60.12,,,
19388,11/07/25 10:09:21 PM,53.73,58.87,53.15,60.10,,,
19389,11/07/25 10:09:24 PM,53.69,58.87,53.13,60.13,,,
19390,11/07/25 10:09:27 PM,53.73,58.84,53.17,60.10,,,
19391,11/07/25 10:09:30 PM,53.78,58.93,53.20,60.10,,,
19392,11/07/25 10:09:33 PM,53.71,58.87,53.28,60.06,,,
19393,11/07/25 10:09:36 PM,53.73,58.93,53.19,60.08,,,
19394,11/07/25 10:09:39 PM,53.73,58.98,53.15,60.08,,,
19395,11/07/25 10:09:42 PM,53.73,58.87,53.17,60.08,,,
19396,11/07/25 10:09:45 PM,53.69,58.91,53.20,60.01,,,
19397,11/07/25 10:09:48 PM,53.74,58.91,53.28,60.08,,,
19398,11/07/25 10:09:51 PM,53.71,59.02,53.28,59.99,,,
19399,11/07/25 10:09:54 PM,53.67,58.98,53.24,60.08,,,
19400,11/07/25 10:09:57 PM,53.65,58.95,53.29,59.95,,,
19401,11/07/25 10:10:00 PM,53.67,58.84,53.29,59.99,,,
19402,11/07/25 10:10:03 PM,53.73,58.93,53.31,59.90,,,
19403,11/07/25 10:10:06 PM,53.69,58.91,53.29,59.94,,,
19404,11/07/25 10:10:09 PM,53.64,59.02,53.38,59.88,,,
19405,11/07/25 10:10:12 PM,53.69,58.87,53.46,59.86,,,
19406,11/07/25 10:10:15 PM,53.67,58.93,53.44,59.86,,,
19407,11/07/25 10:10:18 PM,53.73,58.96,53.44,59.88,,,
19408,11/07/25 10:10:21 PM,53.74,59.02,53.42,59.90,,,
19409,11/07/25 10:10:24 PM,53.69,58.89,53.55,59.77,,,
19410,11/07/25 10:10:27 PM,53.67,58.87,53.53,59.85,,,
19411,11/07/25 10:10:30 PM,53.67,58.91,53.51,59.83,,,
19412,11/07/25 10:10:33 PM,53.73,58.91,53.55,59.85,,,
19413,11/07/25 10:10:36 PM,53.74,58.87,53.56,59.85,,,
19414,11/07/25 10:10:39 PM,53.74,58.95,53.56,59.86,,,
19415,11/07/25 10:10:42 PM,53.76,58.96,53.58,59.92,,,
19416,11/07/25 10:10:45 PM,53.71,59.04,53.56,59.88,,,
19417,11/07/25 10:10:48 PM,53.69,59.05,53.62,59.86,,,
19418,11/07/25 10:10:51 PM,53.69,59.14,53.58,59.86,,,
19419,11/07/25 10:10:54 PM,53.71,59.11,53.55,59.88,,,
19420,11/07/25 10:10:57 PM,53.78,59.13,53.49,59.92,,,
19421,11/07/25 10:11:00 PM,53.71,59.22,53.67,59.86,,,
19422,11/07/25 10:11:03 PM,53.67,59.22,53.56,59.94,,,
19423,11/07/25 10:11:06 PM,53.67,59.18,53.60,59.90,,,
19424,11/07/25 10:11:09 PM,53.71,59.25,53.56,59.86,,,
19425,11/07/25 10:11:12 PM,53.76,59.29,53.69,59.92,,,
19426,11/07/25 10:11:15 PM,53.74,59.36,53.71,60.03,,,
19427,11/07/25 10:11:18 PM,53.78,59.32,53.69,59.94,,,
19428,11/07/25 10:11:21 PM,53.74,59.38,53.82,59.95,,,
19429,11/07/25 10:11:24 PM,53.80,59.25,53.89,59.94,,,
19430,11/07/25 10:11:27 PM,53.80,59.31,53.85,59.95,,,
19431,11/07/25 10:11:30 PM,53.82,59.31,53.87,59.99,,,
19432,11/07/25 10:11:33 PM,53.91,59.40,53.92,60.01,,,
19433,11/07/25 10:11:36 PM,53.85,59.31,53.85,59.95,,,
19434,11/07/25 10:11:39 PM,53.89,59.25,53.82,60.03,,,
19435,11/07/25 10:11:42 PM,53.85,59.27,53.76,60.03,,,
19436,11/07/25 10:11:45 PM,53.89,59.16,53.65,60.01,,,
19437,11/07/25 10:11:48 PM,53.83,59.09,53.67,60.06,,,
19438,11/07/25 10:11:51 PM,53.82,59.16,53.65,60.04,,,
19439,11/07/25 10:11:54 PM,53.89,59.07,53.64,59.97,,,
19440,11/07/25 10:11:57 PM,53.85,59.09,53.67,60.03,,,
19441,11/07/25 10:12:00 PM,53.85,59.13,53.58,60.03,,,
19442,11/07/25 10:12:03 PM,53.78,59.14,53.56,60.04,,,
19443,11/07/25 10:12:06 PM,53.74,59.16,53.64,60.08,,,
19444,11/07/25 10:12:09 PM,53.78,59.18,53.64,60.10,,,
19445,11/07/25 10:12:12 PM,53.76,59.16,53.58,60.01,,,
19446,11/07/25 10:12:15 PM,53.76,59.14,53.51,60.03,,,
19447,11/07/25 10:12:18 PM,53.71,59.09,53.51,60.01,,,
19448,11/07/25 10:12:21 PM,53.71,59.16,53.55,59.99,,,
19449,11/07/25 10:12:24 PM,53.60,59.16,53.49,60.03,,,
19450,11/07/25 10:12:27 PM,53.65,59.13,53.49,60.01,,,
19451,11/07/25 10:12:30 PM,53.71,59.18,53.44,59.99,,,
19452,11/07/25 10:12:33 PM,53.69,59.16,53.37,59.97,,,
19453,11/07/25 10:12:36 PM,53.67,59.09,53.46,59.97,,,
19454,11/07/25 10:12:39 PM,53.65,59.16,53.33,59.97,,,
19455,11/07/25 10:12:42 PM,53.60,59.11,53.31,59.94,,,
19456,11/07/25 10:12:45 PM,53.69,59.05,53.31,59.90,,,
19457,11/07/25 10:12:48 PM,53.62,59.02,53.28,59.94,,,
19458,11/07/25 10:12:51 PM,53.65,59.04,53.20,59.85,,,
19459,11/07/25 10:12:54 PM,53.58,59.04,53.17,59.86,,,
19460,11/07/25 10:12:57 PM,53.62,58.98,53.15,59.81,,,
19461,11/07/25 10:13:00 PM,53.62,58.98,53.06,59.85,,,
19462,11/07/25 10:13:03 PM,53.58,58.98,53.11,59.83,,,
19463,11/07/25 10:13:06 PM,53.55,58.87,53.08,59.81,,,
19464,11/07/25 10:13:09 PM,53.56,58.82,53.04,59.86,,,
19465,11/07/25 10:13:12 PM,53.56,58.82,52.99,59.94,,,
19466,11/07/25 10:13:15 PM,53.58,58.75,53.01,59.97,,,
19467,11/07/25 10:13:18 PM,53.65,58.82,52.86,59.97,,,
19468,11/07/25 10:13:21 PM,53.58,58.68,52.88,60.01,,,
19469,11/07/25 10:13:24 PM,53.64,58.62,52.81,60.03,,,
19470,11/07/25 10:13:27 PM,53.64,58.55,52.84,60.04,,,
19471,11/07/25 10:13:30 PM,53.64,58.64,52.72,60.06,,,
19472,11/07/25 10:13:33 PM,53.64,58.60,52.72,60.06,,,
19473,11/07/25 10:13:36 PM,53.62,58.64,52.68,60.12,,,
19474,11/07/25 10:13:39 PM,53.69,58.59,52.70,60.22,,,
19475,11/07/25 10:13:42 PM,53.69,58.60,52.65,60.24,,,
19476,11/07/25 10:13:45 PM,53.71,58.60,52.61,60.33,,,
19477,11/07/25 10:13:48 PM,53.69,58.53,52.65,60.30,,,
19478,11/07/25 10:13:51 PM,53.73,58.55,52.65,60.30,,,
19479,11/07/25 10:13:54 PM,53.76,58.55,52.68,60.33,,,
19480,11/07/25 10:13:57 PM,53.67,58.57,52.68,60.39,,,
19481,11/07/25 10:14:00 PM,53.64,58.48,52.72,60.35,,,
19482,11/07/25 10:14:03 PM,53.67,58.64,52.68,60.44,,,
19483,11/07/25 10:14:06 PM,53.71,58.62,52.74,60.39,,,
19484,11/07/25 10:14:09 PM,53.71,58.62,52.72,60.40,,,
19485,11/07/25 10:14:12 PM,53.62,58.60,52.68,60.44,,,
19486,11/07/25 10:14:15 PM,53.67,58.57,52.77,60.39,,,
19487,11/07/25 10:14:18 PM,53.65,58.59,52.83,60.42,,,
19488,11/07/25 10:14:21 PM,53.62,58.60,52.72,60.28,,,
19489,11/07/25 10:14:24 PM,53.65,58.55,52.84,60.33,,,
19490,11/07/25 10:14:27 PM,53.64,58.46,52.72,60.26,,,
19491,11/07/25 10:14:30 PM,53.67,58.39,52.75,60.30,,,
19492,11/07/25 10:14:33 PM,53.64,58.39,52.74,60.30,,,
19493,11/07/25 10:14:36 PM,53.62,58.28,52.70,60.24,,,
19494,11/07/25 10:14:39 PM,53.67,58.21,52.66,60.30,,,
19495,11/07/25 10:14:42 PM,53.64,58.26,52.61,60.35,,,
19496,11/07/25 10:14:45 PM,53.60,58.23,52.72,60.39,,,
19497,11/07/25 10:14:48 PM,53.67,58.17,52.68,60.48,,,
19498,11/07/25 10:14:51 PM,53.64,58.23,52.77,60.57,,,
19499,11/07/25 10:14:54 PM,53.58,58.26,52.74,60.62,,,
19500,11/07/25 10:14:57 PM,53.62,58.28,52.83,60.40,,,
19501,11/07/25 10:15:00 PM,53.62,58.35,52.93,60.08,,,
19502,11/07/25 10:15:03 PM,53.67,58.82,52.97,59.92,,,
19503,11/07/25 10:15:06 PM,53.83,59.25,53.13,60.04,,,
19504,11/07/25 10:15:09 PM,53.96,59.83,53.08,60.13,,,
19505,11/07/25 10:15:12 PM,53.96,60.12,53.13,60.21,,,
19506,11/07/25 10:15:15 PM,54.09,60.46,53.13,60.35,,,
19507,11/07/25 10:15:18 PM,54.14,60.69,53.17,60.37,,,
19508,11/07/25 10:15:21 PM,54.27,60.91,53.31,60.37,,,
19509,11/07/25 10:15:24 PM,54.19,61.00,53.31,60.39,,,
19510,11/07/25 10:15:27 PM,54.12,60.94,53.31,60.37,,,
19511,11/07/25 10:15:30 PM,54.18,60.76,53.33,60.42,,,
19512,11/07/25 10:15:33 PM,54.36,60.66,53.37,60.40,,,
19513,11/07/25 10:15:36 PM,54.34,60.53,53.44,60.44,,,
19514,11/07/25 10:15:39 PM,54.32,60.75,53.49,60.53,,,
19515,11/07/25 10:15:42 PM,54.34,61.18,53.53,60.49,,,
19516,11/07/25 10:15:45 PM,54.39,61.12,53.58,60.48,,,
19517,11/07/25 10:15:48 PM,54.39,61.16,53.69,60.51,,,
19518,11/07/25 10:15:51 PM,54.43,61.52,53.80,60.49,,,
19519,11/07/25 10:15:54 PM,54.52,61.95,53.98,60.60,,,
19520,11/07/25 10:15:57 PM,54.61,61.95,53.85,60.58,,,
19521,11/07/25 10:16:00 PM,54.59,61.68,53.92,60.64,,,
19522,11/07/25 10:16:03 PM,54.52,61.45,53.94,60.67,,,
19523,11/07/25 10:16:06 PM,54.55,61.32,54.03,60.73,,,
19524,11/07/25 10:16:09 PM,54.59,61.16,54.09,60.69,,,
19525,11/07/25 10:16:12 PM,54.46,61.00,54.01,60.75,,,
19526,11/07/25 10:16:15 PM,54.46,60.87,54.07,60.71,,,
19527,11/07/25 10:16:18 PM,54.45,60.80,54.07,60.73,,,
19528,11/07/25 10:16:21 PM,54.46,60.71,54.05,60.67,,,
19529,11/07/25 10:16:24 PM,54.46,60.64,54.07,60.73,,,
19530,11/07/25 10:16:27 PM,54.45,60.46,54.12,60.71,,,
19531,11/07/25 10:16:30 PM,54.46,60.42,54.09,60.71,,,
19532,11/07/25 10:16:33 PM,54.37,60.30,54.12,60.80,,,
19533,11/07/25 10:16:36 PM,54.43,60.33,54.07,60.76,,,
19534,11/07/25 10:16:39 PM,54.30,60.28,54.16,60.69,,,
19535,11/07/25 10:16:42 PM,54.34,60.22,54.09,60.75,,,
19536,11/07/25 10:16:45 PM,54.34,60.19,54.10,60.80,,,
19537,11/07/25 10:16:48 PM,54.28,60.15,54.05,60.78,,,
19538,11/07/25 10:16:51 PM,54.28,60.12,54.01,60.75,,,
19539,11/07/25 10:16:54 PM,54.25,60.10,54.07,60.69,,,
19540,11/07/25 10:16:57 PM,54.23,60.06,54.00,60.75,,,
19541,11/07/25 10:17:00 PM,54.21,59.99,54.09,60.76,,,
19542,11/07/25 10:17:03 PM,54.21,59.95,54.00,60.75,,,
19543,11/07/25 10:17:06 PM,54.16,59.95,53.98,60.67,,,
19544,11/07/25 10:17:09 PM,54.18,59.94,54.01,60.60,,,
19545,11/07/25 10:17:12 PM,54.19,59.77,54.03,60.66,,,
19546,11/07/25 10:17:15 PM,54.21,59.77,53.98,60.66,,,
19547,11/07/25 10:17:18 PM,54.19,59.74,53.96,60.67,,,
19548,11/07/25 10:17:21 PM,54.21,59.67,53.94,60.62,,,
19549,11/07/25 10:17:24 PM,54.25,59.67,53.94,60.57,,,
19550,11/07/25 10:17:27 PM,54.23,59.67,53.94,60.60,,,
19551,11/07/25 10:17:30 PM,54.23,59.63,53.94,60.66,,,
19552,11/07/25 10:17:33 PM,54.19,59.67,53.82,60.55,,,
19553,11/07/25 10:17:36 PM,54.18,59.61,53.73,60.51,,,
19554,11/07/25 10:17:39 PM,54.21,59.58,53.65,60.53,,,
19555,11/07/25 10:17:42 PM,54.21,59.52,53.62,60.57,,,
19556,11/07/25 10:17:45 PM,54.12,59.54,53.64,60.67,,,
19557,11/07/25 10:17:48 PM,54.21,59.50,53.62,60.64,,,
19558,11/07/25 10:17:51 PM,54.19,59.40,53.58,60.67,,,
19559,11/07/25 10:17:54 PM,54.16,59.40,53.56,60.69,,,
19560,11/07/25 10:17:57 PM,54.16,59.36,53.53,60.71,,,
19561,11/07/25 10:18:00 PM,54.12,59.31,53.46,60.67,,,
19562,11/07/25 10:18:03 PM,54.05,59.31,53.47,60.71,,,
19563,11/07/25 10:18:06 PM,54.10,59.23,53.51,60.64,,,
19564,11/07/25 10:18:09 PM,54.09,59.22,53.40,60.66,,,
19565,11/07/25 10:18:12 PM,54.07,59.20,53.44,60.67,,,
19566,11/07/25 10:18:15 PM,54.05,59.16,53.37,60.71,,,
19567,11/07/25 10:18:18 PM,54.07,59.07,53.31,60.80,,,
19568,11/07/25 10:18:21 PM,54.05,59.07,53.40,60.87,,,
19569,11/07/25 10:18:24 PM,54.05,59.13,53.35,60.78,,,
19570,11/07/25 10:18:27 PM,54.09,59.09,53.31,60.85,,,
19571,11/07/25 10:18:30 PM,54.07,59.11,53.24,60.87,,,
19572,11/07/25 10:18:33 PM,54.03,59.00,53.24,60.93,,,
19573,11/07/25 10:18:36 PM,54.01,59.00,53.15,60.87,,,
19574,11/07/25 10:18:39 PM,54.01,58.93,53.10,60.89,,,
19575,11/07/25 10:18:42 PM,54.01,58.93,53.08,60.89,,,
19576,11/07/25 10:18:45 PM,54.10,58.91,53.02,60.82,,,
19577,11/07/25 10:18:48 PM,53.98,58.84,52.97,60.76,,,
19578,11/07/25 10:18:51 PM,54.03,58.87,52.99,60.71,,,
19579,11/07/25 10:18:54 PM,53.98,58.75,52.99,60.64,,,
19580,11/07/25 10:18:57 PM,53.98,58.77,53.02,60.62,,,
19581,11/07/25 10:19:00 PM,53.98,58.69,52.93,60.57,,,
19582,11/07/25 10:19:03 PM,53.96,58.73,52.93,60.53,,,
19583,11/07/25 10:19:06 PM,53.92,58.69,52.92,60.55,,,
19584,11/07/25 10:19:09 PM,53.92,58.71,52.83,60.51,,,
19585,11/07/25 10:19:12 PM,53.92,58.64,52.81,60.48,,,
19586,11/07/25 10:19:15 PM,53.83,58.60,52.83,60.58,,,
19587,11/07/25 10:19:18 PM,53.83,58.60,52.79,60.58,,,
19588,11/07/25 10:19:21 PM,53.73,58.55,52.77,60.58,,,
19589,11/07/25 10:19:24 PM,53.82,58.55,52.77,60.57,,,
19590,11/07/25 10:19:27 PM,53.83,58.62,52.75,60.55,,,
19591,11/07/25 10:19:30 PM,53.80,58.62,52.72,60.49,,,
19592,11/07/25 10:19:33 PM,53.82,58.59,52.65,60.53,,,
19593,11/07/25 10:19:36 PM,53.76,58.51,52.68,60.48,,,
19594,11/07/25 10:19:39 PM,53.73,58.53,52.66,60.55,,,
19595,11/07/25 10:19:42 PM,53.71,58.46,52.66,60.44,,,
19596,11/07/25 10:19:45 PM,53.76,58.44,52.65,60.40,,,
19597,11/07/25 10:19:48 PM,53.71,58.39,52.65,60.42,,,
19598,11/07/25 10:19:51 PM,53.74,58.39,52.66,60.42,,,
19599,11/07/25 10:19:54 PM,53.65,58.35,52.65,60.37,,,
19600,11/07/25 10:19:57 PM,53.64,58.42,52.61,60.35,,,
19601,11/07/25 10:20:00 PM,53.67,58.39,52.59,60.30,,,
19602,11/07/25 10:20:03 PM,53.53,58.39,52.61,60.31,,,
19603,11/07/25 10:20:06 PM,53.55,58.35,52.68,60.30,,,
19604,11/07/25 10:20:09 PM,53.47,58.37,52.68,60.22,,,
19605,11/07/25 10:20:12 PM,53.53,58.33,52.63,60.24,,,
19606,11/07/25 10:20:15 PM,53.55,58.32,52.68,60.28,,,
19607,11/07/25 10:20:18 PM,53.46,58.30,52.70,60.21,,,
19608,11/07/25 10:20:21 PM,53.40,58.33,52.66,60.31,,,
19609,11/07/25 10:20:24 PM,53.47,58.32,52.68,60.39,,,
19610,11/07/25 10:20:27 PM,53.46,58.41,52.66,60.46,,,
19611,11/07/25 10:20:30 PM,53.40,58.44,52.68,60.46,,,
19612,11/07/25 10:20:33 PM,53.42,58.46,52.65,60.37,,,
19613,11/07/25 10:20:36 PM,53.44,58.37,52.70,60.46,,,
19614,11/07/25 10:20:39 PM,53.49,58.48,52.68,60.35,,,
19615,11/07/25 10:20:42 PM,53.44,58.53,52.68,60.30,,,
19616,11/07/25 10:20:45 PM,53.51,58.51,52.68,60.28,,,
19617,11/07/25 10:20:48 PM,53.49,58.60,52.65,60.28,,,
19618,11/07/25 10:20:51 PM,53.58,58.55,52.77,60.26,,,
19619,11/07/25 10:20:54 PM,53.55,58.59,52.75,60.30,,,
19620,11/07/25 10:20:57 PM,53.62,58.46,52.70,60.28,,,
19621,11/07/25 10:21:00 PM,53.56,58.50,52.75,60.26,,,
19622,11/07/25 10:21:03 PM,53.58,58.57,52.77,60.19,,,
19623,11/07/25 10:21:06 PM,53.58,58.62,52.75,60.21,,,
19624,11/07/25 10:21:09 PM,53.58,58.64,52.74,60.13,,,
19625,11/07/25 10:21:12 PM,53.56,58.71,52.77,60.10,,,
19626,11/07/25 10:21:15 PM,53.56,58.78,52.74,60.13,,,
19627,11/07/25 10:21:18 PM,53.46,58.78,52.75,60.10,,,
19628,11/07/25 10:21:21 PM,53.58,58.69,52.75,60.06,,,
19629,11/07/25 10:21:24 PM,53.49,58.69,52.74,60.03,,,
19630,11/07/25 10:21:27 PM,53.55,58.73,52.77,59.94,,,
19631,11/07/25 10:21:30 PM,53.53,58.68,52.74,60.01,,,
19632,11/07/25 10:21:33 PM,53.53,58.71,52.74,59.97,,,
19633,11/07/25 10:21:36 PM,53.49,58.73,52.77,59.90,,,
19634,11/07/25 10:21:39 PM,53.46,58.78,52.79,59.92,,,
19635,11/07/25 10:21:42 PM,53.47,58.73,52.75,59.95,,,
19636,11/07/25 10:21:45 PM,53.38,58.78,52.72,59.88,,,
19637,11/07/25 10:21:48 PM,53.42,58.82,52.83,59.81,,,
19638,11/07/25 10:21:51 PM,53.38,58.84,52.75,59.81,,,
19639,11/07/25 10:21:54 PM,53.33,58.84,52.75,59.77,,,
19640,11/07/25 10:21:57 PM,53.35,58.82,52.75,59.76,,,
19641,11/07/25 10:22:00 PM,53.26,58.73,52.77,59.76,,,
19642,11/07/25 10:22:03 PM,53.31,58.73,52.75,59.72,,,
19643,11/07/25 10:22:06 PM,53.31,58.77,52.74,59.72,,,
19644,11/07/25 10:22:09 PM,53.26,58.82,52.77,59.72,,,
19645,11/07/25 10:22:12 PM,53.29,58.84,52.75,59.70,,,
19646,11/07/25 10:22:15 PM,53.26,58.82,52.75,59.76,,,
19647,11/07/25 10:22:18 PM,53.31,58.73,52.75,59.74,,,
19648,11/07/25 10:22:21 PM,53.35,58.59,52.77,59.65,,,
19649,11/07/25 10:22:24 PM,53.38,58.59,52.77,59.68,,,
19650,11/07/25 10:22:27 PM,53.38,58.60,52.74,59.67,,,
19651,11/07/25 10:22:30 PM,53.33,58.53,52.72,59.67,,,
19652,11/07/25 10:22:33 PM,53.38,58.55,52.74,59.67,,,
19653,11/07/25 10:22:36 PM,53.37,58.57,52.70,59.61,,,
19654,11/07/25 10:22:39 PM,53.40,58.62,52.72,59.59,,,
19655,11/07/25 10:22:42 PM,53.31,58.75,52.70,59.61,,,
19656,11/07/25 10:22:45 PM,53.33,58.71,52.74,59.59,,,
19657,11/07/25 10:22:48 PM,53.40,58.68,52.74,59.61,,,
19658,11/07/25 10:22:51 PM,53.35,58.78,52.77,59.67,,,
19659,11/07/25 10:22:54 PM,53.31,58.75,52.74,59.58,,,
19660,11/07/25 10:22:57 PM,53.33,58.75,52.72,59.58,,,
19661,11/07/25 10:23:00 PM,53.20,58.73,52.74,59.58,,,
19662,11/07/25 10:23:03 PM,53.19,58.73,52.68,59.52,,,
19663,11/07/25 10:23:06 PM,53.22,58.66,52.61,59.59,,,
19664,11/07/25 10:23:09 PM,53.19,58.60,52.68,59.58,,,
19665,11/07/25 10:23:12 PM,53.22,58.53,52.61,59.59,,,
19666,11/07/25 10:23:15 PM,53.19,58.59,52.59,59.63,,,
19667,11/07/25 10:23:18 PM,53.19,58.59,52.57,59.68,,,
19668,11/07/25 10:23:21 PM,53.15,58.60,52.56,59.61,,,
19669,11/07/25 10:23:24 PM,53.17,58.60,52.61,59.63,,,
19670,11/07/25 10:23:27 PM,53.19,58.51,52.56,59.67,,,
19671,11/07/25 10:23:30 PM,53.22,58.57,52.48,59.70,,,
19672,11/07/25 10:23:33 PM,53.10,58.53,52.52,59.68,,,
19673,11/07/25 10:23:36 PM,53.26,58.44,52.47,59.72,,,
19674,11/07/25 10:23:39 PM,53.20,58.46,52.48,59.72,,,
19675,11/07/25 10:23:42 PM,53.24,58.55,52.41,59.77,,,
19676,11/07/25 10:23:45 PM,53.20,58.50,52.47,59.74,,,
19677,11/07/25 10:23:48 PM,53.24,58.48,52.45,59.76,,,
19678,11/07/25 10:23:51 PM,53.24,58.48,52.43,59.83,,,
19679,11/07/25 10:23:54 PM,53.26,58.46,52.45,59.88,,,
19680,11/07/25 10:23:57 PM,53.24,58.39,52.45,59.88,,,
19681,11/07/25 10:24:00 PM,53.28,58.35,52.47,59.95,,,
19682,11/07/25 10:24:03 PM,53.29,58.44,52.41,59.97,,,
19683,11/07/25 10:24:06 PM,53.29,58.42,52.38,59.95,,,
19684,11/07/25 10:24:09 PM,53.22,58.37,52.39,59.86,,,
19685,11/07/25 10:24:12 PM,53.31,58.41,52.43,59.88,,,
19686,11/07/25 10:24:15 PM,53.22,58.33,52.36,59.95,,,
19687,11/07/25 10:24:18 PM,53.24,58.32,52.43,59.95,,,
19688,11/07/25 10:24:21 PM,53.24,58.28,52.41,59.85,,,
19689,11/07/25 10:24:24 PM,53.28,58.28,52.41,59.81,,,
19690,11/07/25 10:24:27 PM,53.19,58.26,52.43,59.77,,,
19691,11/07/25 10:24:30 PM,53.22,58.26,52.41,59.79,,,
19692,11/07/25 10:24:33 PM,53.20,58.24,52.43,59.85,,,
19693,11/07/25 10:24:36 PM,53.11,58.28,52.43,59.81,,,
19694,11/07/25 10:24:39 PM,53.13,58.30,52.47,59.77,,,
19695,11/07/25 10:24:42 PM,53.08,58.28,52.48,59.74,,,
19696,11/07/25 10:24:45 PM,53.01,58.24,52.52,59.72,,,
19697,11/07/25 10:24:48 PM,53.02,58.21,52.56,59.67,,,
19698,11/07/25 10:24:51 PM,53.01,58.21,52.52,59.67,,,
19699,11/07/25 10:24:54 PM,53.02,58.24,52.56,59.65,,,
19700,11/07/25 10:24:57 PM,52.97,58.24,52.56,59.67,,,
19701,11/07/25 10:25:00 PM,52.97,58.23,52.54,59.68,,,
19702,11/07/25 10:25:03 PM,52.97,58.23,52.56,59.67,,,
19703,11/07/25 10:25:06 PM,52.93,58.17,52.56,59.65,,,
19704,11/07/25 10:25:09 PM,52.95,58.12,52.56,59.61,,,
19705,11/07/25 10:25:12 PM,53.01,58.12,52.56,59.54,,,
